t	N	S	f197536	f197553	f205457	f205440	f197537
819	1126	86	297	392	156	89	8
820	1154	90	294	412	173	95	5
821	1129	92	292	384	163	87	7
822	1164	83	308	406	173	95	9
823	1136	92	289	395	174	86	12
824	1125	89	299	367	158	91	11
825	1148	88	284	380	183	90	9
826	1146	84	300	380	166	97	9
827	1110	81	279	378	161	86	7
828	1099	77	274	362	160	84	8
829	1127	76	289	391	166	84	3
830	1130	77	298	395	168	86	6
831	1143	86	302	400	176	85	8
832	1112	82	279	377	157	86	10
833	1142	81	293	389	167	94	8
834	1111	83	281	380	156	86	9
835	1124	87	287	391	156	92	6
836	1128	95	277	390	162	92	6
837	1150	94	290	402	168	93	4
838	1161	92	303	387	173	97	3
839	1122	95	281	380	166	88	3
840	1121	88	289	378	152	92	6
841	1116	81	288	381	152	90	1
842	1134	80	293	388	162	96	5
843	1117	86	297	369	146	91	5
844	1120	93	298	367	147	90	5
845	1100	89	284	355	147	88	6
846	1140	87	286	373	171	92	7
847	1139	82	289	385	163	94	9
848	1135	86	277	387	168	93	5
849	1147	81	292	388	169	95	4
850	1137	92	296	384	165	92	10
851	1110	95	275	375	152	88	9
852	1139	92	294	383	175	91	6
853	1129	89	284	388	157	91	10
854	1134	87	298	389	164	90	12
855	1103	87	285	365	140	93	9
856	1094	87	282	359	151	84	11
857	1100	88	271	359	170	79	8
858	1118	98	271	379	179	80	5
859	1101	88	263	392	173	77	10
860	1142	86	285	395	170	93	3
861	1152	89	291	393	165	97	4
862	1127	89	286	389	154	92	6
863	1143	75	285	395	177	90	10
864	1113	81	282	376	169	82	11
865	1121	87	292	361	163	90	9
866	1128	82	278	380	171	89	7
867	1113	77	281	382	164	83	4
868	1161	80	309	400	182	90	6
869	1129	87	274	385	172	89	4
870	1094	86	259	381	157	82	4
871	1095	81	266	380	146	87	3
872	1135	79	284	405	160	95	3
873	1115	86	288	376	154	91	5
874	1116	89	293	380	159	86	5
875	1105	82	284	390	162	79	6
876	1131	80	297	383	171	87	6
877	1158	82	305	387	173	97	8
878	1148	89	294	378	179	92	6
879	1148	83	294	388	177	88	12
880	1159	81	293	404	180	90	11
881	1145	88	290	391	176	90	13
882	1115	86	300	374	162	83	10
883	1143	80	297	384	177	88	9
884	1101	90	280	377	158	83	8
885	1091	91	279	357	159	79	6
886	1080	85	278	367	147	82	6
887	1119	93	286	381	156	93	5
888	1123	90	291	378	164	90	8
889	1121	89	284	372	172	85	5
890	1150	91	287	387	170	93	3
891	1159	89	285	393	177	94	5
892	1121	95	295	368	172	80	6
893	1131	87	303	374	168	86	6
894	1128	83	294	358	163	90	8
895	1136	86	307	388	156	92	8
896	1147	85	299	394	172	95	4
897	1126	86	289	374	165	91	2
898	1127	86	288	369	175	87	7
899	1116	88	288	361	165	87	7
900	1135	82	288	377	177	85	11
901	1102	79	272	371	162	81	12
902	1118	92	271	384	173	82	8
903	1127	96	283	385	156	91	9
904	1125	89	277	378	159	91	7
905	1117	89	284	365	162	86	7
906	1138	89	292	369	171	93	11
907	1145	98	289	382	185	85	8
908	1144	86	283	378	195	82	6
909	1147	80	306	384	174	89	8
910	1130	86	296	374	163	89	8
911	1102	88	275	360	170	80	9
912	1163	84	287	401	190	91	7
913	1135	88	289	382	171	87	6
914	1172	89	306	397	173	101	8
915	1122	84	291	363	160	89	6
916	1138	94	304	378	172	88	7
917	1128	85	291	379	173	86	7
918	1171	77	312	391	184	99	4
919	1175	83	313	389	187	96	6
920	1144	82	310	380	168	90	7
921	1103	86	288	381	165	78	2
922	1133	77	289	400	164	89	7
923	1120	89	290	374	169	87	8
924	1121	86	278	360	162	91	12
925	1131	87	288	386	163	89	8
926	1132	84	285	388	157	96	9
927	1154	92	303	371	172	98	6
928	1125	92	290	363	163	91	7
929	1110	90	284	371	154	88	11
930	1098	88	280	384	141	88	9
931	1126	88	283	374	168	89	9
932	1142	88	293	376	172	95	11
933	1127	88	288	380	167	87	14
934	1135	90	306	371	155	93	9
935	1115	91	289	369	160	84	8
936	1146	90	305	384	175	88	5
937	1139	88	292	388	166	90	6
938	1145	87	302	391	167	94	9
939	1127	91	270	382	166	89	5
940	1135	92	277	370	166	96	12
941	1137	92	291	396	171	90	6
942	1168	93	304	399	176	99	5
943	1131	90	279	380	176	87	4
944	1129	96	292	388	167	90	5
945	1129	89	282	381	175	85	5
946	1158	79	284	400	189	90	13
947	1148	79	291	401	175	91	4
948	1144	84	301	391	165	89	10
949	1150	89	302	401	161	95	6
950	1148	86	280	394	178	92	6
951	1139	91	286	386	160	97	5
952	1167	88	301	398	169	103	5
953	1146	89	306	387	168	93	4
954	1151	88	299	381	166	97	2
955	1143	80	301	395	160	97	3
956	1127	83	282	380	163	93	5
957	1087	87	270	357	156	79	10
958	1102	81	273	364	159	82	7
959	1118	87	283	365	166	86	9
960	1122	98	281	369	168	88	3
961	1122	99	277	372	166	89	11
962	1124	86	293	381	169	86	7
963	1110	99	278	368	168	84	9
964	1118	91	287	361	160	89	7
965	1133	93	302	361	176	85	7
966	1111	86	286	363	161	84	7
967	1108	90	281	365	164	84	8
968	1107	97	283	364	161	83	6
969	1121	90	290	374	155	90	5
970	1107	86	276	379	159	84	2
971	1111	92	276	358	178	79	5
972	1135	87	289	394	164	90	4
973	1097	91	265	387	159	81	7
974	1106	92	274	371	159	84	11
975	1112	84	287	377	160	86	7
976	1112	88	284	374	151	92	9
977	1119	84	288	374	160	91	10
978	1104	89	287	357	159	86	12
979	1131	86	298	374	174	85	8
980	1112	83	294	361	162	86	8
981	1135	94	292	379	167	90	9
982	1144	84	295	371	175	89	4
983	1123	84	277	379	155	92	9
984	1129	96	285	360	165	93	4
985	1093	89	288	347	146	85	5
986	1108	89	282	356	160	87	4
987	1117	97	278	356	171	85	8
988	1128	82	286	367	174	89	6
989	1143	87	286	380	175	92	9
990	1161	88	303	394	188	88	5
991	1133	90	290	381	169	88	6
992	1132	85	282	390	170	88	5
993	1096	83	278	375	161	79	6
994	1116	87	295	369	156	86	7
995	1090	90	287	360	146	82	10
996	1103	89	281	369	148	90	10
997	1112	83	302	360	153	89	11
998	1075	91	280	349	148	77	7
999	1111	97	262	377	169	83	5
1000	1138	83	269	395	170	93	12
1001	1149	84	285	384	169	98	8
1002	1150	82	285	388	173	94	8
1003	1166	83	306	390	175	97	13
1004	1132	84	297	379	162	94	10
1005	1102	80	282	384	156	83	5
1006	1120	74	290	378	153	93	10
1007	1127	80	300	381	166	83	4
1008	1130	81	290	383	171	86	5
1009	1142	93	305	381	169	94	2
1010	1135	84	303	384	163	90	5
1011	1131	79	292	390	162	93	7
1012	1144	87	294	389	173	95	4
1013	1134	84	289	377	167	93	6
1014	1114	82	283	378	153	89	9
1015	1121	78	300	390	156	86	10
1016	1131	82	292	380	153	95	5
1017	1099	85	280	370	152	83	8
1018	1140	84	300	382	169	90	3
1019	1142	89	298	380	165	92	5
1020	1129	88	298	375	166	85	11
1021	1138	87	306	365	179	88	8
1022	1126	92	305	349	170	85	7
1023	1121	88	295	366	173	80	7
1024	1107	89	294	362	163	79	7
1025	1113	85	301	368	152	89	5
1026	1101	88	293	369	161	81	6
1027	1120	91	300	373	161	89	8
1028	1160	88	308	391	182	90	5
1029	1146	90	292	386	172	93	1
1030	1116	86	289	373	165	83	6
1031	1126	78	287	388	168	86	12
1032	1147	81	303	387	182	87	7
1033	1135	79	285	384	174	89	6
1034	1122	87	290	370	162	89	6
1035	1137	89	286	364	177	91	7
1036	1116	80	286	358	176	83	7
1037	1129	85	295	388	163	87	5
1038	1157	75	309	391	163	101	4
1039	1148	85	296	386	165	96	5
1040	1111	82	285	375	162	83	5
1041	1156	81	296	403	176	95	3
1042	1141	89	289	379	167	96	2
1043	1133	85	299	370	165	91	4
1044	1123	85	293	382	159	88	2
1045	1115	92	287	372	164	81	4
1046	1128	90	292	380	166	90	9
1047	1161	84	300	410	173	95	8
1048	1123	86	288	391	166	83	5
1049	1130	85	301	357	168	88	2
1050	1138	86	288	378	181	85	3
1051	1138	90	301	373	162	94	7
1052	1141	95	294	376	174	91	7
1053	1109	92	275	355	163	87	11
1054	1112	86	282	366	155	88	8
1055	1159	92	300	384	164	100	8
1056	1149	89	306	378	170	94	10
1057	1089	81	269	366	159	81	7
1058	1134	86	289	386	168	89	7
1059	1126	84	288	386	157	89	6
1060	1144	78	302	379	164	95	7
1061	1154	78	298	401	174	93	4
1062	1134	79	301	375	165	89	8
1063	1149	73	302	388	166	94	6
1064	1117	84	282	375	168	85	4
1065	1135	88	292	374	171	91	10
1066	1096	84	281	365	163	79	15
1067	1080	84	267	354	157	80	14
1068	1092	80	272	361	151	84	9
1069	1118	86	277	366	169	85	7
1070	1147	82	288	393	179	91	9
1071	1121	83	287	383	167	85	8
1072	1138	85	287	389	163	94	3
1073	1123	85	279	375	173	85	8
1074	1118	91	300	364	166	84	8
1075	1139	84	304	372	179	87	5
1076	1106	93	271	372	165	81	10
1077	1128	92	279	372	171	88	8
1078	1147	87	295	382	173	92	11
1079	1101	88	259	375	165	80	4
1080	1109	91	281	367	162	84	5
1081	1128	90	280	386	172	87	5
1082	1143	88	286	394	179	88	7
1083	1131	89	290	382	166	88	6
1084	1087	89	276	353	145	84	6
1085	1087	89	275	348	150	84	8
1086	1114	91	289	366	163	85	8
1087	1130	88	291	375	158	94	8
1088	1113	81	286	373	147	89	7
1089	1101	88	288	370	154	81	9
1090	1079	81	270	368	153	75	8
1091	1107	83	278	386	156	82	6
1092	1143	77	295	393	169	91	6
1093	1126	85	293	376	177	84	8
1094	1121	88	283	371	183	82	8
1095	1121	87	280	388	160	88	11
1096	1143	78	293	397	174	90	4
1097	1152	85	295	392	184	87	9
1098	1136	92	283	386	163	93	7
1099	1150	80	305	400	171	91	6
1100	1128	77	301	383	158	85	7
1101	1153	83	299	401	159	101	3
1102	1145	87	297	394	166	93	2
1103	1142	80	300	379	169	92	6
1104	1135	87	282	389	176	84	6
1105	1127	75	280	389	172	85	6
1106	1144	77	294	384	177	88	8
1107	1126	82	277	379	184	80	7
1108	1144	84	301	382	173	89	5
1109	1146	88	291	385	171	91	6
1110	1080	88	260	363	158	75	5
1111	1105	90	270	356	169	85	3
1112	1143	87	302	388	167	94	4
1113	1117	91	287	376	158	87	8
1114	1119	83	274	384	169	84	11
1115	1129	89	282	395	171	85	8
1116	1143	88	300	390	173	88	6
1117	1150	84	292	385	180	92	7
1118	1121	92	278	369	161	90	11
1119	1144	89	298	373	168	93	7
1120	1136	86	285	392	172	86	8
1121	1132	86	279	379	164	92	12
1122	1125	81	282	388	164	88	9
1123	1139	88	285	381	177	92	5
1124	1160	83	303	402	180	94	6
1125	1121	85	298	377	166	83	6
1126	1123	80	301	368	150	94	4
1127	1122	78	286	381	154	91	5
1128	1111	81	289	366	151	89	3
1129	1127	88	285	380	154	95	5
1130	1141	87	302	379	163	93	2
1131	1132	87	300	386	153	93	5
1132	1135	97	297	378	156	93	5
1133	1156	93	298	392	170	98	5
1134	1169	85	293	402	190	95	8
1135	1136	78	297	382	168	93	7
1136	1127	74	293	378	165	89	8
1137	1123	89	285	385	155	91	5
1138	1125	85	287	383	163	92	2
1139	1134	90	291	387	165	90	3
1140	1151	82	295	393	173	95	4
1141	1103	83	269	367	168	81	9
1142	1135	84	298	389	164	92	5
1143	1148	85	300	374	172	96	4
1144	1108	90	286	370	163	84	2
1145	1112	89	297	369	149	87	6
1146	1133	82	300	380	171	88	5
1147	1143	87	297	381	170	91	6
1148	1157	84	305	389	172	97	10
1149	1143	84	289	398	163	95	5
1150	1134	92	300	386	159	91	6
1151	1109	90	281	372	163	84	8
1152	1114	89	289	372	167	79	8
1153	1111	86	295	363	161	79	6
1154	1153	86	291	399	175	92	8
1155	1132	80	294	391	171	88	8
1156	1106	82	288	360	154	91	7
1157	1118	80	288	372	159	89	9
1158	1138	85	286	402	169	90	4
1159	1134	95	285	382	167	90	10
1160	1138	89	293	381	171	89	9
1161	1145	87	308	369	162	96	9
1162	1121	88	286	367	161	89	7
1163	1114	86	289	372	158	88	8
1164	1150	87	293	404	164	95	1
1165	1130	84	292	376	167	88	3
1166	1176	86	312	392	190	94	2
1167	1122	92	281	379	167	86	2
1168	1112	92	284	370	161	88	5
1169	1119	87	278	381	166	87	8
1170	1119	84	286	388	164	85	6
1171	1145	81	298	382	174	90	5
1172	1126	84	286	382	164	88	3
1173	1132	82	288	373	178	86	3
1174	1104	90	277	374	159	84	2
1175	1154	84	314	375	170	94	8
1176	1124	78	294	373	158	90	10
1177	1119	85	296	366	162	87	11
1178	1139	82	309	376	167	89	6
1179	1119	84	294	389	149	90	7
1180	1113	83	290	368	167	87	11
1181	1121	86	290	383	168	81	9
1182	1119	84	282	382	160	88	10
1183	1118	87	289	379	172	80	8
1184	1120	87	281	384	161	87	13
1185	1146	76	298	396	179	89	11
1186	1119	86	281	379	155	91	12
1187	1138	80	291	369	174	94	9
1188	1143	94	283	374	180	94	8
1189	1131	94	285	370	177	88	12
1190	1122	85	291	383	170	83	10
1191	1113	87	271	370	168	84	8
1192	1113	93	282	367	160	86	6
1193	1106	90	265	371	163	86	8
1194	1121	93	270	390	165	90	4
1195	1151	82	292	391	180	95	5
1196	1131	77	295	390	174	86	8
1197	1169	86	297	399	183	97	12
1198	1138	92	289	377	167	91	12
1199	1115	91	272	374	164	87	15
1200	1092	84	264	364	158	79	11
1201	1126	87	278	379	170	88	6
1202	1161	94	297	379	164	103	7
1203	1135	92	280	369	164	95	10
1204	1117	86	280	374	159	91	12
1205	1163	85	300	405	181	95	7
1206	1107	82	280	375	162	85	6
1207	1139	89	288	385	158	99	5
1208	1093	97	287	344	148	84	1
1209	1137	93	291	380	160	94	6
1210	1123	88	295	375	159	87	4
1211	1132	88	300	367	170	86	5
1212	1156	86	301	386	182	90	3
1213	1122	96	279	366	174	84	5
1214	1105	90	274	366	166	80	10
1215	1124	77	292	382	164	87	9
1216	1135	74	310	377	158	92	8
1217	1127	77	294	376	166	87	4
1218	1129	90	283	379	167	92	7
1219	1138	93	289	385	177	87	6
1220	1131	100	302	374	165	87	2
1221	1135	93	292	390	167	88	2
1222	1151	83	296	394	165	96	7
1223	1160	86	299	398	168	100	6
1224	1137	79	288	388	171	90	12
1225	1124	79	293	370	167	89	6
1226	1139	86	282	375	170	94	13
1227	1095	87	269	351	161	80	5
1228	1112	89	290	367	153	90	5
1229	1118	90	291	380	158	87	8
1230	1123	85	291	372	163	86	5
1231	1104	89	272	354	166	82	3
1232	1088	88	270	350	148	85	2
1233	1095	87	270	375	152	87	4
1234	1140	77	307	379	165	94	4
1235	1126	81	300	377	162	89	2
1236	1118	82	298	382	160	84	4
1237	1118	84	294	371	158	88	6
1238	1135	87	301	380	161	87	5
1239	1118	84	303	362	159	88	8
1240	1135	89	297	378	159	89	6
1241	1132	84	278	387	160	91	8
1242	1120	84	286	375	166	85	8
1243	1152	85	297	396	170	92	7
1244	1125	74	283	389	163	86	12
1245	1151	81	293	391	175	92	16
1246	1161	81	306	386	178	96	7
1247	1120	85	285	368	173	84	7
1248	1135	80	288	390	170	90	9
1249	1118	84	278	367	171	87	6
1250	1124	79	278	388	169	88	4
1251	1120	81	270	388	171	87	3
1252	1108	89	282	368	161	86	6
1253	1089	89	274	368	158	79	8
1254	1118	89	291	382	156	89	5
1255	1110	87	280	382	159	88	5
1256	1140	85	295	392	170	90	5
1257	1142	80	303	391	166	94	5
1258	1139	82	298	387	177	89	10
1259	1163	80	310	400	175	96	9
1260	1128	88	281	380	167	90	5
1261	1141	86	294	385	161	98	11
1262	1137	90	290	391	164	92	9
1263	1126	80	288	382	162	92	9
1264	1102	84	292	350	154	87	9
1265	1119	83	288	373	166	84	6
1266	1145	85	293	391	169	92	4
1267	1131	88	290	375	164	92	4
1268	1109	90	286	366	158	86	7
1269	1098	93	272	348	162	85	11
1270	1120	85	270	367	167	92	10
1271	1122	81	272	363	186	85	8
1272	1151	80	297	369	178	94	10
1273	1122	82	286	372	162	92	9
1274	1120	92	290	367	169	88	4
1275	1090	84	280	378	157	77	5
1276	1141	78	303	397	165	91	7
1277	1111	82	280	367	161	87	6
1278	1114	87	276	359	172	83	6
1279	1145	83	297	372	176	91	8
1280	1145	78	301	380	172	91	13
1281	1103	86	294	368	149	88	7
1282	1128	94	283	380	170	87	4
1283	1129	82	285	387	173	84	8
1284	1149	87	308	379	172	91	9
1285	1131	86	283	399	174	84	5
1286	1127	86	297	390	160	89	5
1287	1133	89	286	386	175	87	4
1288	1135	90	284	376	175	88	5
1289	1088	88	267	370	161	76	3
1290	1118	94	274	387	168	85	8
1291	1112	85	286	361	156	90	6
1292	1139	89	298	380	171	89	8
1293	1137	88	307	379	165	92	5
1294	1132	82	282	380	172	92	7
1295	1081	83	256	380	144	85	8
1296	1081	92	257	360	149	88	7
1297	1114	93	280	361	167	86	7
1298	1149	99	293	377	182	92	7
1299	1133	93	291	365	177	86	11
1300	1137	95	289	366	170	91	6
1301	1138	84	296	371	163	96	8
1302	1125	90	281	378	168	88	4
1303	1108	88	288	377	155	88	3
1304	1119	79	306	383	156	89	5
1305	1134	81	300	380	167	89	6
1306	1161	82	309	395	183	89	9
1307	1145	84	288	390	175	88	12
1308	1158	85	297	395	181	91	10
1309	1122	83	289	372	165	91	8
1310	1079	90	279	360	147	80	10
1311	1136	84	292	381	167	91	6
1312	1122	76	289	388	158	84	7
1313	1158	85	301	398	170	95	5
1314	1148	82	308	388	164	96	12
1315	1140	79	303	395	165	90	10
1316	1133	82	299	374	168	89	13
1317	1155	78	301	390	182	91	6
1318	1134	84	302	386	170	87	8
1319	1091	85	284	371	154	79	8
1320	1084	77	285	367	152	75	7
1321	1115	87	286	366	156	92	5
1322	1136	84	292	365	165	94	8
1323	1147	74	308	385	167	95	11
1324	1164	84	303	397	173	99	1
1325	1094	83	282	367	152	84	6
1326	1142	81	302	385	163	94	5
1327	1139	82	290	380	165	95	4
1328	1106	80	275	375	160	87	5
1329	1135	86	299	378	160	94	9
1330	1163	83	311	396	165	101	4
1331	1148	81	307	385	170	95	7
1332	1140	86	295	379	169	94	9
1333	1144	87	308	376	161	96	9
1334	1140	91	289	386	167	94	5
1335	1114	92	271	382	157	90	5
1336	1130	81	282	380	167	88	12
1337	1136	76	280	393	168	92	8
1338	1132	80	301	380	162	89	6
1339	1131	79	288	392	163	90	8
1340	1155	84	302	393	173	94	6
1341	1133	85	290	378	177	87	6
1342	1129	98	289	379	170	87	4
1343	1132	89	284	381	168	89	5
1344	1097	89	289	357	152	82	8
1345	1119	85	298	369	156	89	8
1346	1123	93	296	369	164	89	10
1347	1115	94	297	368	156	87	8
1348	1099	92	276	374	162	79	4
1349	1100	83	271	379	162	81	4
1350	1135	84	289	382	166	92	7
1351	1158	81	290	409	177	91	3
1352	1101	85	279	368	164	82	6
1353	1105	91	281	380	165	81	5
1354	1132	88	295	390	165	88	9
1355	1113	85	289	372	160	87	7
1356	1077	84	276	360	153	75	6
1357	1124	94	283	383	169	86	4
1358	1126	89	294	387	166	88	8
1359	1155	91	314	381	170	94	9
1360	1128	85	295	385	181	79	6
1361	1139	84	287	390	176	86	5
1362	1140	84	291	381	175	88	7
1363	1141	88	286	385	168	92	7
1364	1154	83	294	385	181	92	6
1365	1135	92	286	380	171	89	11
1366	1151	90	299	387	174	94	5
1367	1173	85	306	397	163	105	6
1368	1146	89	302	378	170	92	3
1369	1139	79	309	374	167	91	3
1370	1118	86	283	358	162	91	5
1371	1130	89	301	372	151	95	3
1372	1154	89	294	400	169	95	5
1373	1143	93	287	388	177	91	10
1374	1141	88	300	388	162	94	7
1375	1123	85	281	375	155	95	5
1376	1122	82	289	376	156	91	7
1377	1109	95	286	374	154	86	11
1378	1108	89	286	359	160	86	6
1379	1099	82	276	363	154	83	8
1380	1098	87	264	375	165	80	3
1381	1129	90	280	389	166	88	6
1382	1100	98	282	363	153	84	5
1383	1137	81	288	392	170	89	9
1384	1128	84	278	385	172	84	8
1385	1155	79	299	382	185	90	9
1386	1141	87	300	374	170	92	4
1387	1155	90	300	390	171	95	3
1388	1158	86	302	395	182	91	5
1389	1113	85	286	386	162	82	4
1390	1136	90	290	385	178	86	6
1391	1128	96	293	361	173	90	5
1392	1120	87	281	377	170	85	9
1393	1123	88	291	369	166	88	9
1394	1126	90	299	367	164	89	4
1395	1122	82	290	394	166	82	3
1396	1163	85	289	398	186	93	6
1397	1116	85	281	390	166	80	4
1398	1148	83	301	391	173	92	13
1399	1147	76	301	396	165	91	4
1400	1153	84	305	384	178	92	6
1401	1139	86	297	391	155	97	4
1402	1127	82	293	385	155	94	10
1403	1125	86	288	389	143	96	6
1404	1137	79	300	389	157	97	6
1405	1141	86	304	377	164	94	4
1406	1141	83	299	384	158	97	7
1407	1075	91	262	348	158	78	8
1408	1096	91	279	354	155	86	5
1409	1118	95	278	373	168	84	5
1410	1144	86	291	392	171	90	6
1411	1128	92	285	398	161	90	5
1412	1088	93	274	364	156	80	4
1413	1093	86	274	374	166	79	7
1414	1128	88	293	365	177	87	7
1415	1125	90	285	377	171	87	8
1416	1126	82	295	386	159	89	13
1417	1109	95	277	381	156	85	10
1418	1115	89	281	379	167	84	6
1419	1122	82	289	391	155	90	9
1420	1131	90	297	384	165	86	13
1421	1122	79	285	387	164	84	10
1422	1128	83	287	380	179	83	15
1423	1117	82	278	371	164	87	10
1424	1140	81	295	386	165	93	4
1425	1117	79	282	393	154	88	3
1426	1130	90	291	378	170	88	5
1427	1128	85	293	369	158	92	6
1428	1108	85	282	368	157	82	6
1429	1121	89	295	373	164	87	4
1430	1141	86	291	378	168	95	4
1431	1125	90	298	371	163	89	5
1432	1113	90	282	372	156	89	9
1433	1119	85	275	381	165	88	7
1434	1132	88	284	378	162	93	4
1435	1156	87	288	393	173	98	4
1436	1131	77	284	386	156	94	8
1437	1150	90	299	391	170	92	4
1438	1143	86	300	381	168	91	10
1439	1152	84	302	404	162	94	11
1440	1143	81	293	395	167	92	9
1441	1148	87	310	376	169	93	8
1442	1129	93	284	374	159	92	4
1443	1138	78	284	380	172	90	6
1444	1139	86	291	377	177	90	8
1445	1141	82	300	381	162	93	8
1446	1159	85	304	409	161	98	8
1447	1126	88	282	391	159	90	4
1448	1124	86	293	382	163	85	3
1449	1145	80	293	392	169	94	5
1450	1144	83	304	379	181	89	6
1451	1128	88	294	365	171	90	3
1452	1123	83	288	372	172	86	6
1453	1137	80	295	385	175	88	5
1454	1127	79	290	375	169	88	8
1455	1133	84	284	382	172	86	9
1456	1120	91	273	392	155	91	3
1457	1143	85	294	388	158	96	5
1458	1120	89	295	380	164	87	6
1459	1132	80	296	391	164	91	5
1460	1136	88	284	397	182	85	4
1461	1147	93	302	386	180	87	7
1462	1161	87	303	392	185	90	4
1463	1146	89	300	380	174	89	8
1464	1148	87	292	380	177	92	7
1465	1105	91	296	363	156	85	8
1466	1117	91	289	372	165	88	6
1467	1117	90	293	366	164	88	6
1468	1124	93	277	376	170	87	2
1469	1125	81	281	382	176	84	4
1470	1112	87	290	375	154	85	6
1471	1138	88	297	387	166	90	6
1472	1100	75	282	382	159	77	3
1473	1119	85	285	383	157	90	6
1474	1121	93	287	392	154	90	7
1475	1133	91	287	392	167	87	4
1476	1156	85	286	397	173	97	6
1477	1118	86	274	377	164	85	6
1478	1111	93	280	353	170	84	5
1479	1132	91	283	371	182	83	3
1480	1121	81	285	386	167	85	6
1481	1147	87	311	371	176	89	5
1482	1139	85	309	374	169	87	8
1483	1154	87	294	391	173	96	7
1484	1123	80	283	388	162	86	4
1485	1132	88	280	371	170	90	9
1486	1135	88	285	373	179	86	8
1487	1157	81	295	402	177	93	6
1488	1147	83	299	387	164	94	9
1489	1122	85	274	393	168	87	9
1490	1113	86	270	373	172	83	7
1491	1109	86	261	369	183	78	5
1492	1116	84	277	376	162	87	6
1493	1136	85	294	371	168	91	4
1494	1148	87	296	383	170	95	6
1495	1154	81	292	389	180	94	4
1496	1124	85	284	379	163	88	11
1497	1149	88	295	377	170	94	7
1498	1151	86	300	381	173	95	11
1499	1124	83	287	390	159	89	11
1500	1132	78	282	382	176	85	13
1501	1129	83	287	402	169	85	4
1502	1160	80	308	398	171	97	6
1503	1123	85	277	383	173	85	10
1504	1133	87	292	366	180	86	6
1505	1118	88	283	360	166	87	7
1506	1121	84	272	373	165	92	7
1507	1144	84	292	408	161	93	4
1508	1135	84	275	399	178	86	4
1509	1146	78	292	390	178	90	3
1510	1096	87	274	367	174	77	3
1511	1121	82	282	385	172	87	4
1512	1116	84	289	378	167	79	3
1513	1106	88	266	378	165	84	6
1514	1129	84	291	376	174	88	5
1515	1149	89	294	370	177	93	5
1516	1120	93	288	356	166	91	5
1517	1124	98	271	380	166	91	6
1518	1093	86	280	375	153	79	8
1519	1117	86	301	371	153	86	7
1520	1159	81	311	396	182	90	6
1521	1127	83	291	376	165	89	6
1522	1109	91	278	372	166	79	6
1523	1124	91	289	384	160	87	4
1524	1144	93	303	362	168	94	10
1525	1164	79	306	395	170	98	7
1526	1176	76	301	404	177	102	6
1527	1142	78	298	388	163	92	6
1528	1144	80	308	385	160	98	2
1529	1128	94	297	382	165	86	3
1530	1156	80	321	396	171	92	5
1531	1157	80	312	400	171	94	3
1532	1163	81	311	385	179	93	3
1533	1148	85	301	375	176	88	6
1534	1118	85	284	375	165	83	8
1535	1155	82	297	397	168	97	9
1536	1126	79	297	388	158	88	6
1537	1113	86	290	371	151	90	5
1538	1109	88	278	364	157	88	3
1539	1121	80	287	381	167	88	6
1540	1096	95	279	359	162	80	6
1541	1115	98	291	367	156	91	5
1542	1152	89	310	383	175	93	6
1543	1144	88	300	389	166	96	4
1544	1128	86	286	385	159	95	2
1545	1110	87	274	376	156	88	6
1546	1093	90	263	354	163	80	7
1547	1108	85	278	372	153	91	5
1548	1115	80	291	374	162	83	4
1549	1140	83	306	382	166	92	5
1550	1126	85	300	364	167	90	4
1551	1118	85	296	365	163	89	6
1552	1118	83	294	387	155	88	6
1553	1098	86	282	386	151	81	10
1554	1096	83	285	363	151	84	9
1555	1113	86	276	381	156	85	9
1556	1097	86	289	359	147	86	7
1557	1141	79	309	375	169	93	3
1558	1116	87	286	383	161	86	5
1559	1135	88	302	381	167	91	5
1560	1129	85	295	367	166	91	6
1561	1097	88	288	353	151	84	6
1562	1105	85	268	368	166	84	8
1563	1131	82	296	367	172	87	7
1564	1169	85	304	395	190	91	7
1565	1153	89	307	390	168	93	6
1566	1118	92	292	371	157	89	6
1567	1113	94	279	359	166	84	8
1568	1096	96	271	369	159	82	8
1569	1111	91	266	381	169	84	4
1570	1130	86	291	380	171	85	8
1571	1137	88	290	398	166	91	7
1572	1128	98	291	373	159	91	7
1573	1119	92	279	372	152	94	6
1574	1123	92	292	374	148	97	7
1575	1115	88	290	370	166	85	5
1576	1103	90	287	358	158	83	6
1577	1080	84	278	346	147	84	4
1578	1091	90	262	371	159	81	4
1579	1105	90	287	362	160	82	4
1580	1127	89	294	376	165	86	7
1581	1107	95	282	367	156	86	7
1582	1126	101	289	373	158	96	4
1583	1109	104	284	373	158	82	11
1584	1123	93	297	364	162	87	9
1585	1103	83	275	371	158	84	8
1586	1109	82	285	380	152	86	11
1587	1137	86	281	388	168	93	8
1588	1096	94	266	365	158	82	8
1589	1131	95	275	377	168	89	8
1590	1122	86	284	379	167	86	9
1591	1122	88	273	377	170	86	6
1592	1111	94	276	374	162	86	8
1593	1104	86	280	386	155	85	7
1594	1090	85	281	381	146	82	8
1595	1121	84	296	381	159	88	8
1596	1126	83	292	392	162	87	8
1597	1100	81	285	382	155	78	9
1598	1116	88	285	376	162	84	5
1599	1139	86	295	382	175	87	9
1600	1120	89	284	366	169	85	6
1601	1120	89	292	382	162	88	2
1602	1122	88	289	382	152	94	6
1603	1155	83	297	385	170	98	7
1604	1137	92	291	386	164	89	5
