t	N	S	f197536	f197553	f205457	f205440	f197537
2381	1131	86	306	365	164	87	5
2382	1129	90	288	359	165	89	3
2383	1128	85	300	355	173	88	2
2384	1130	85	289	372	166	90	9
2385	1157	70	300	391	183	93	9
2386	1172	80	304	400	176	99	4
2387	1129	85	287	379	164	90	6
2388	1110	89	279	380	166	81	5
2389	1145	90	294	389	169	93	7
2390	1122	83	281	386	171	84	7
2391	1134	87	291	374	163	92	3
2392	1129	82	281	393	164	88	8
2393	1107	82	274	386	158	83	7
2394	1104	91	267	376	166	79	5
2395	1113	84	282	381	158	87	6
2396	1148	82	287	405	171	94	8
2397	1151	85	274	399	183	92	6
2398	1146	92	283	383	190	84	5
2399	1132	91	287	386	169	90	7
2400	1127	82	295	377	161	88	7
2401	1095	83	265	372	159	80	4
2402	1127	94	284	375	171	87	5
2403	1139	94	284	382	171	93	5
2404	1131	89	282	385	176	86	5
2405	1116	92	269	364	166	89	11
2406	1084	89	270	363	154	80	15
2407	1108	88	279	378	164	81	11
2408	1145	82	301	402	165	92	7
2409	1134	87	300	388	166	89	7
2410	1125	90	296	376	155	90	8
2411	1125	91	296	368	153	92	6
2412	1117	92	293	357	153	90	5
2413	1124	89	284	381	161	90	5
2414	1134	89	268	388	170	94	3
2415	1144	87	290	392	175	92	4
2416	1138	91	300	382	176	87	5
2417	1133	80	306	374	174	82	13
2418	1133	81	299	377	167	89	11
2419	1088	81	275	351	165	77	4
2420	1076	86	271	369	147	74	5
2421	1119	91	287	382	164	84	7
2422	1131	86	297	385	180	82	9
2423	1151	91	287	398	185	89	9
2424	1169	81	315	394	176	99	8
2425	1179	82	315	405	192	93	3
2426	1183	78	330	406	180	99	4
2427	1153	80	316	396	168	92	5
2428	1147	86	306	396	181	85	10
2429	1128	83	299	376	176	82	7
2430	1136	83	300	380	165	90	5
2431	1121	85	292	383	158	88	9
2432	1151	83	307	404	160	96	12
2433	1123	94	299	372	164	85	4
2434	1141	81	302	397	169	93	2
2435	1134	76	302	385	163	90	4
2436	1083	77	288	362	148	80	7
2437	1125	75	307	399	153	91	4
2438	1107	87	293	379	165	81	5
2439	1147	94	308	371	173	91	6
2440	1086	88	274	364	148	84	7
2441	1126	79	295	377	160	93	7
2442	1107	85	296	353	158	88	9
2443	1112	87	284	377	165	86	8
2444	1094	86	277	371	162	81	8
2445	1073	82	263	350	154	77	11
2446	1121	90	284	352	173	86	6
2447	1141	83	293	378	173	93	5
2448	1128	85	291	381	163	90	3
2449	1093	86	276	372	155	80	5
2450	1159	79	304	396	164	99	5
2451	1146	84	289	394	166	94	11
2452	1137	86	282	395	175	86	3
2453	1149	85	294	404	170	93	4
2454	1142	82	293	400	169	89	3
2455	1109	89	280	383	163	83	7
2456	1074	84	256	361	152	79	5
2457	1143	83	296	382	167	92	8
2458	1109	84	278	365	160	88	5
2459	1120	93	292	375	155	88	6
2460	1141	80	303	385	165	92	7
2461	1126	84	307	367	151	97	6
2462	1113	92	288	368	150	89	7
2463	1140	94	304	374	166	90	7
2464	1164	92	302	398	172	98	7
2465	1140	92	297	383	160	93	5
2466	1107	86	289	382	156	84	7
2467	1145	92	298	385	170	91	8
2468	1131	88	289	373	172	88	9
2469	1147	89	300	392	174	89	5
2470	1117	88	289	375	166	84	7
2471	1114	82	293	378	157	84	9
2472	1135	85	297	387	164	89	12
2473	1145	81	310	392	163	94	6
2474	1137	89	302	386	162	89	4
2475	1095	89	279	353	154	84	6
2476	1102	82	285	373	156	82	5
2477	1127	86	294	383	160	88	10
2478	1118	83	279	376	170	82	5
2479	1133	88	291	393	165	87	6
2480	1160	88	290	401	179	92	3
2481	1122	89	283	373	159	90	6
2482	1131	88	284	387	161	91	5
2483	1114	83	278	389	151	86	19
2484	1113	81	283	392	158	87	10
2485	1117	88	283	366	158	91	9
2486	1093	84	296	355	137	86	9
2487	1109	86	281	388	150	88	7
2488	1140	85	290	388	170	93	5
2489	1142	81	299	394	165	93	4
2490	1140	87	300	378	166	92	5
2491	1135	88	289	379	178	87	2
2492	1124	84	280	379	172	87	5
2493	1135	90	296	390	167	88	7
2494	1132	87	294	390	175	83	7
2495	1135	82	293	383	166	93	6
2496	1107	84	284	372	164	82	4
2497	1112	83	286	369	153	91	7
2498	1129	90	290	377	167	90	3
2499	1126	91	276	375	174	87	6
2500	1093	96	274	347	172	77	7
2501	1113	95	278	359	172	83	9
2502	1094	93	264	378	175	75	10
2503	1115	89	287	370	165	85	5
2504	1086	89	276	368	154	77	8
2505	1118	89	288	381	160	85	4
2506	1141	81	291	392	168	91	7
2507	1145	83	291	385	186	86	6
2508	1124	84	296	365	169	88	9
2509	1125	82	300	377	164	87	11
2510	1108	81	293	373	152	85	11
2511	1123	83	291	377	154	89	10
2512	1116	81	289	378	156	86	10
2513	1147	83	292	402	159	97	12
2514	1099	89	274	365	156	86	6
2515	1107	88	286	384	158	82	4
2516	1153	80	314	387	156	100	3
2517	1143	90	291	389	167	93	5
2518	1101	95	272	362	158	84	4
2519	1115	86	283	362	164	88	8
2520	1129	87	288	374	162	92	6
2521	1130	94	296	366	173	88	9
2522	1138	90	289	366	173	92	7
2523	1125	94	285	363	161	92	4
2524	1142	91	287	384	162	97	5
2525	1140	89	288	382	164	92	6
2526	1114	94	282	374	168	81	7
2527	1127	87	290	377	173	85	7
2528	1140	82	295	380	167	92	5
2529	1174	88	306	401	188	94	4
2530	1119	91	288	392	161	84	6
2531	1112	86	280	374	157	86	6
2532	1104	85	283	359	151	87	5
2533	1114	92	291	367	161	83	7
2534	1104	89	270	357	164	83	10
2535	1117	82	285	375	159	90	5
2536	1139	85	295	381	167	94	10
2537	1124	94	293	366	157	92	7
2538	1129	83	288	384	162	92	6
2539	1122	85	287	375	158	93	4
2540	1137	82	307	392	160	94	4
2541	1125	77	306	386	161	88	5
2542	1125	87	288	382	168	89	5
2543	1126	82	292	371	161	92	5
2544	1138	84	290	372	174	88	4
2545	1129	75	286	385	169	86	6
2546	1141	77	302	384	180	87	7
2547	1126	90	282	385	175	84	4
2548	1103	88	278	384	156	82	4
2549	1127	86	295	385	164	87	7
2550	1129	90	294	395	167	87	5
2551	1134	89	285	381	177	87	7
2552	1136	88	290	378	165	92	4
2553	1115	87	290	368	160	87	2
2554	1139	84	300	374	158	98	7
2555	1174	85	300	400	183	97	6
2556	1150	74	305	400	170	91	8
2557	1137	84	299	381	163	90	5
2558	1113	96	276	372	155	91	6
2559	1158	90	298	388	170	95	6
2560	1133	86	298	373	166	93	7
2561	1123	88	294	366	168	83	9
2562	1145	88	301	374	169	95	5
2563	1140	84	304	376	172	90	10
2564	1132	87	293	370	172	89	7
2565	1122	94	270	376	169	88	6
2566	1136	88	290	378	161	96	7
2567	1093	92	259	369	149	88	9
2568	1116	95	275	359	162	91	8
2569	1108	87	276	374	160	84	6
2570	1144	89	293	386	173	93	8
2571	1150	88	303	380	171	92	3
2572	1113	88	284	376	149	90	6
2573	1077	87	252	367	149	79	6
2574	1119	84	282	378	158	88	8
2575	1122	88	281	372	161	90	8
2576	1094	82	280	371	160	78	4
2577	1127	87	287	376	159	93	5
2578	1089	92	271	360	164	78	4
2579	1130	89	286	363	172	87	4
2580	1126	82	294	368	159	91	6
2581	1120	95	288	364	150	95	6
2582	1128	87	283	378	171	85	8
2583	1134	90	282	377	181	87	9
2584	1140	84	292	393	169	91	9
2585	1143	79	311	385	161	93	8
2586	1119	76	287	383	168	83	11
2587	1139	94	298	374	175	87	8
2588	1131	84	282	387	170	89	12
2589	1104	85	260	368	149	92	16
2590	1128	82	287	370	159	94	7
2591	1141	85	303	361	165	94	4
2592	1128	92	300	365	167	90	4
2593	1111	81	296	381	155	85	5
2594	1150	91	300	398	176	91	6
2595	1111	92	271	372	162	86	9
2596	1138	84	290	373	173	89	7
2597	1153	82	308	393	171	87	6
2598	1103	92	287	360	152	87	4
2599	1097	97	285	363	154	81	7
2600	1146	91	299	382	176	88	4
2601	1125	85	278	383	178	84	3
2602	1100	95	269	362	156	88	8
2603	1122	87	293	373	161	90	2
2604	1115	80	287	383	160	83	5
2605	1117	85	284	370	163	86	9
2606	1153	83	294	399	178	89	9
2607	1134	84	293	378	169	89	10
2608	1088	87	274	372	156	78	7
2609	1136	91	303	390	165	88	3
2610	1134	79	299	404	171	85	7
2611	1162	82	303	393	182	95	6
2612	1130	88	286	381	175	85	4
2613	1155	84	299	402	167	98	3
2614	1146	86	293	394	173	93	3
2615	1157	87	298	392	173	98	5
2616	1150	92	296	394	171	90	2
2617	1128	83	293	376	170	87	6
2618	1112	79	276	378	164	84	13
2619	1128	86	277	382	171	89	9
2620	1098	88	278	366	160	82	10
2621	1127	82	285	376	166	90	9
2622	1139	73	289	398	164	93	9
2623	1124	78	289	378	169	88	6
2624	1118	86	278	383	168	83	6
2625	1126	83	294	375	157	90	7
2626	1124	88	288	378	161	88	5
2627	1122	86	286	388	157	90	5
2628	1166	84	299	407	172	99	5
2629	1176	85	310	403	184	96	8
2630	1133	86	293	384	173	88	8
2631	1126	87	294	393	165	85	6
2632	1144	86	276	401	169	93	11
2633	1148	92	289	393	171	99	4
2634	1132	89	293	367	171	88	4
2635	1112	88	271	352	175	87	7
2636	1126	86	276	375	171	91	9
2637	1123	92	281	379	164	88	8
2638	1129	91	287	380	175	86	3
2639	1153	86	295	385	175	93	1
2640	1139	84	302	390	159	92	4
2641	1117	86	282	369	160	88	9
2642	1131	78	291	390	159	94	10
2643	1149	82	314	396	159	98	4
2644	1145	93	302	386	160	97	4
2645	1132	91	290	379	158	94	5
2646	1145	83	293	395	175	90	3
2647	1141	83	305	392	159	96	3
2648	1123	84	295	379	164	87	3
2649	1139	86	298	385	164	95	4
2650	1144	83	285	385	185	89	4
2651	1129	95	277	380	170	86	6
2652	1114	91	278	369	166	84	9
2653	1115	83	281	375	160	87	6
2654	1130	87	297	381	164	90	8
2655	1138	88	306	379	158	92	6
2656	1125	88	287	365	166	93	3
2657	1105	98	273	368	170	80	4
2658	1130	100	278	371	173	91	3
2659	1152	94	289	394	180	92	7
2660	1157	87	309	388	172	95	7
2661	1121	96	289	378	164	89	7
2662	1128	88	297	367	167	88	5
2663	1129	85	285	363	174	86	7
2664	1135	89	286	371	161	96	8
2665	1130	94	278	382	177	85	9
2666	1120	93	282	371	167	84	4
2667	1106	86	285	367	149	91	8
2668	1144	86	305	385	164	96	7
2669	1132	88	288	379	170	94	4
2670	1144	85	293	393	168	93	4
2671	1172	83	292	409	192	92	7
2672	1134	88	272	393	179	84	6
2673	1142	78	285	405	173	85	6
2674	1160	75	296	403	183	90	7
2675	1132	84	286	389	177	84	3
2676	1137	79	292	407	166	88	1
2677	1152	83	289	393	183	89	4
2678	1148	85	292	387	177	91	7
2679	1131	79	292	382	170	85	5
2680	1106	82	282	372	152	86	5
2681	1110	86	280	365	161	87	2
2682	1086	89	279	355	153	82	4
2683	1107	91	279	367	150	88	4
2684	1128	90	296	370	161	89	5
2685	1104	88	272	379	152	86	6
2686	1118	93	274	381	157	89	5
2687	1132	81	282	397	170	90	7
2688	1084	89	266	368	164	75	8
2689	1107	80	286	373	158	86	8
2690	1119	88	292	385	167	83	6
2691	1134	83	289	389	172	85	6
2692	1138	88	293	387	168	88	8
2693	1116	86	282	372	163	82	9
2694	1113	97	281	363	160	86	14
2695	1118	85	274	384	166	89	8
2696	1152	77	295	388	184	89	7
2697	1133	89	291	372	171	93	7
2698	1119	85	291	369	165	87	6
2699	1144	78	300	366	166	98	7
2700	1101	87	287	371	151	87	5
2701	1105	83	297	363	143	92	5
2702	1150	86	311	392	169	93	2
2703	1151	88	299	379	169	97	4
2704	1110	86	277	373	164	83	6
2705	1151	84	276	405	179	92	4
2706	1151	75	288	401	182	90	4
2707	1145	85	289	405	172	91	6
2708	1148	81	292	408	175	92	6
2709	1113	81	262	390	173	80	5
2710	1114	76	274	384	168	81	9
2711	1129	82	281	389	171	85	11
2712	1107	88	281	378	161	84	5
2713	1124	90	289	377	173	84	8
2714	1149	84	292	381	175	95	7
2715	1114	93	280	382	167	86	6
2716	1068	90	254	363	156	75	7
2717	1106	89	273	370	161	87	8
2718	1116	91	281	365	169	89	7
2719	1150	79	294	382	184	91	5
2720	1124	85	286	371	166	88	2
2721	1129	76	285	386	174	83	7
2722	1097	88	267	371	160	83	9
2723	1107	96	288	358	170	79	7
2724	1142	87	294	393	172	91	7
2725	1152	80	300	378	171	96	10
2726	1124	83	297	387	160	90	7
2727	1168	83	311	385	178	97	7
2728	1121	77	301	374	153	92	3
2729	1153	78	301	399	161	100	4
2730	1132	81	303	371	166	90	8
2731	1125	83	295	370	174	81	9
2732	1147	89	291	391	170	94	7
2733	1141	86	300	380	162	95	10
2734	1144	89	293	371	158	104	6
2735	1121	83	270	375	152	95	11
2736	1139	80	289	389	159	100	11
2737	1128	85	291	364	170	88	11
2738	1102	83	267	374	170	80	5
2739	1114	82	268	372	158	90	10
2740	1132	85	285	378	167	92	9
2741	1133	78	277	391	167	92	11
2742	1139	72	289	396	167	92	11
2743	1140	76	296	391	161	92	10
2744	1128	82	292	373	162	89	7
2745	1112	85	293	363	151	86	8
2746	1154	83	297	393	169	95	7
2747	1161	78	284	408	174	95	6
2748	1132	76	292	376	164	90	9
2749	1127	77	293	381	174	84	11
2750	1077	85	267	370	147	80	9
2751	1122	81	278	383	183	81	10
2752	1129	92	283	390	174	87	6
2753	1141	86	300	379	169	94	4
2754	1118	90	281	357	155	95	6
2755	1145	94	288	372	175	92	12
2756	1124	85	286	385	172	81	8
2757	1102	87	282	361	159	82	7
2758	1111	80	293	366	168	80	3
2759	1137	81	295	373	176	89	5
2760	1142	89	294	378	173	91	6
2761	1084	84	280	356	144	84	7
2762	1114	89	293	365	154	88	4
2763	1134	82	302	360	161	96	3
2764	1121	89	291	364	168	84	2
2765	1104	83	275	379	160	84	5
2766	1128	79	287	388	170	85	5
2767	1129	82	292	384	174	80	5
2768	1163	87	309	384	175	96	4
2769	1164	89	314	394	178	96	3
2770	1155	91	305	382	180	92	6
2771	1141	98	292	380	170	90	7
2772	1126	86	288	377	165	91	8
2773	1118	85	279	354	162	95	8
2774	1132	87	291	372	166	86	7
2775	1131	95	305	370	161	86	8
2776	1121	92	286	377	169	82	8
2777	1129	93	279	392	163	92	7
2778	1142	85	309	392	156	100	8
2779	1114	86	285	389	143	93	7
2780	1107	84	288	379	160	82	7
2781	1146	93	287	388	174	93	8
2782	1121	90	288	366	169	87	3
2783	1143	83	307	391	177	85	5
2784	1122	89	302	390	164	82	7
2785	1139	87	285	385	177	90	8
2786	1140	87	289	382	170	94	8
2787	1118	89	291	378	161	88	4
2788	1120	82	290	385	159	88	4
2789	1114	81	292	389	162	83	8
2790	1122	87	291	383	156	90	8
2791	1109	93	277	372	165	83	11
2792	1120	91	289	378	160	92	10
2793	1098	92	271	360	151	90	8
2794	1109	91	285	361	159	89	6
2795	1100	95	278	356	161	83	10
2796	1150	84	299	376	183	89	11
2797	1119	86	288	379	165	86	10
2798	1097	80	270	384	156	82	9
2799	1113	84	278	373	161	86	4
2800	1101	88	277	367	154	82	6
2801	1123	88	280	382	172	83	8
2802	1091	93	270	358	149	87	15
2803	1115	93	293	372	155	89	11
2804	1121	88	298	362	154	92	7
2805	1142	90	290	385	168	95	8
2806	1121	91	275	378	170	85	10
2807	1110	85	278	378	155	85	9
2808	1121	90	293	378	166	84	9
2809	1127	87	282	386	176	82	11
2810	1124	90	281	393	167	88	7
2811	1135	84	306	387	164	91	7
2812	1128	88	294	371	168	90	9
2813	1123	82	299	388	161	84	5
2814	1119	81	286	375	155	93	4
2815	1138	86	306	364	173	88	2
2816	1145	87	290	373	173	94	5
2817	1102	96	287	346	154	87	4
2818	1107	92	291	368	160	82	8
2819	1115	86	291	380	155	84	6
2820	1152	87	304	388	171	95	5
2821	1155	93	303	404	169	93	3
2822	1138	85	295	386	161	94	4
2823	1125	83	293	394	150	92	7
2824	1125	79	285	392	164	87	5
2825	1125	76	274	384	167	92	3
2826	1126	87	284	372	172	87	5
2827	1111	90	281	365	162	89	11
2828	1156	78	300	374	180	96	9
2829	1140	80	301	391	166	90	7
2830	1143	74	309	375	168	93	8
2831	1137	79	296	382	167	92	10
2832	1129	90	298	364	163	92	3
2833	1147	85	287	384	171	95	8
2834	1122	82	277	388	174	82	7
2835	1154	85	303	388	175	98	6
2836	1139	85	302	375	164	96	5
2837	1111	86	280	377	168	81	4
2838	1132	88	283	384	165	92	6
2839	1137	98	277	370	174	96	13
2840	1127	79	295	378	171	88	10
2841	1137	79	279	386	167	92	10
2842	1121	79	288	390	160	87	4
2843	1156	83	290	394	180	94	5
2844	1141	76	285	379	178	91	6
2845	1120	90	283	358	163	89	8
2846	1111	83	287	361	158	88	8
2847	1166	91	303	402	172	100	9
2848	1169	85	306	388	185	96	6
2849	1142	93	296	377	184	84	8
2850	1115	86	277	371	167	83	8
2851	1111	87	277	382	164	76	11
2852	1162	75	291	401	172	97	7
2853	1168	85	294	410	175	98	6
2854	1119	94	288	377	171	80	4
2855	1139	88	299	373	170	92	7
2856	1143	87	293	370	180	90	5
2857	1157	78	293	383	179	97	7
2858	1124	86	297	392	153	88	10
2859	1167	89	309	393	170	100	11
2860	1128	81	291	398	156	88	9
2861	1117	93	300	366	168	83	6
2862	1103	91	274	371	163	84	5
2863	1095	90	277	348	161	86	8
2864	1127	81	290	375	168	87	9
2865	1156	88	302	389	173	95	7
2866	1124	87	286	391	173	85	3
2867	1139	85	290	395	171	91	4
2868	1148	85	298	392	176	91	4
2869	1108	91	284	357	163	86	2
2870	1092	85	283	352	155	81	4
2871	1120	91	290	363	160	88	6
2872	1119	81	276	373	171	89	4
2873	1159	82	299	390	171	99	8
2874	1135	80	288	374	163	97	9
2875	1150	87	300	382	166	98	6
2876	1163	77	314	379	174	96	5
2877	1128	77	302	377	163	89	6
2878	1130	78	284	387	159	89	12
2879	1132	92	293	387	167	90	8
2880	1139	93	292	375	174	87	14
2881	1105	92	275	359	167	82	7
2882	1141	84	297	378	173	91	8
2883	1146	83	288	386	178	93	6
2884	1126	87	289	381	166	87	6
2885	1119	83	281	371	163	90	6
2886	1094	86	268	362	156	83	8
2887	1082	88	266	372	132	88	9
2888	1134	86	286	378	173	88	7
2889	1128	92	286	382	170	88	10
2890	1122	94	280	384	168	85	10
2891	1129	87	283	377	171	88	8
2892	1160	78	291	405	171	98	6
2893	1113	79	291	380	162	81	6
2894	1112	81	300	383	164	79	9
2895	1133	79	299	396	174	84	10
2896	1124	81	286	381	176	81	2
2897	1149	78	285	395	186	89	4
2898	1113	81	274	379	171	80	6
2899	1096	87	264	370	160	81	7
2900	1126	93	284	393	167	85	7
2901	1126	85	287	389	164	86	6
2902	1106	85	278	376	161	86	5
2903	1131	86	286	382	158	98	4
2904	1136	95	284	384	171	87	3
2905	1120	90	288	373	160	87	9
2906	1124	88	286	392	151	90	10
2907	1130	90	278	397	157	94	8
2908	1117	85	285	369	156	90	2
2909	1079	87	264	356	148	81	5
2910	1116	83	283	372	168	84	7
2911	1160	77	307	397	168	100	9
2912	1138	83	279	385	179	87	14
2913	1108	88	283	371	169	79	9
2914	1131	79	288	388	163	91	8
2915	1057	86	256	359	150	74	5
2916	1093	87	264	366	160	81	7
2917	1078	94	275	362	154	77	6
2918	1093	94	267	376	148	88	4
2919	1075	81	263	360	152	78	10
2920	1097	81	275	363	165	80	8
2921	1119	77	289	383	165	86	11
2922	1138	88	297	377	176	90	5
2923	1133	91	300	371	162	96	5
2924	1105	91	275	379	161	83	5
2925	1127	89	278	382	175	90	8
2926	1128	101	284	360	171	91	3
2927	1095	89	281	354	168	76	9
2928	1109	79	281	375	165	85	6
2929	1126	86	293	378	168	88	8
2930	1113	93	297	365	155	87	5
2931	1127	89	292	379	163	91	5
2932	1128	88	277	384	163	97	6
2933	1143	83	306	385	166	93	4
2934	1106	93	290	368	158	85	3
2935	1089	87	266	364	163	79	4
2936	1117	89	295	362	163	87	2
2937	1142	90	291	392	175	92	3
2938	1129	88	288	383	172	87	4
2939	1143	85	284	398	166	95	3
2940	1129	92	294	385	154	95	5
2941	1114	87	287	375	155	87	8
2942	1153	89	293	397	178	93	7
2943	1147	87	295	383	170	94	7
2944	1109	95	280	366	162	84	5
2945	1076	89	276	362	150	77	10
2946	1116	87	287	375	164	85	9
2947	1138	81	297	380	176	87	5
2948	1137	85	302	380	155	97	6
2949	1127	81	304	370	170	88	4
2950	1174	80	301	407	181	100	5
2951	1151	91	299	388	174	94	2
2952	1116	90	282	373	171	84	6
2953	1145	85	299	380	184	85	9
2954	1128	90	277	363	170	94	8
2955	1137	90	299	374	169	89	6
2956	1153	87	307	387	172	94	8
2957	1123	81	302	380	162	86	8
2958	1135	79	310	384	157	92	9
2959	1151	72	306	385	165	98	3
2960	1128	86	296	378	155	95	5
2961	1098	92	279	368	154	84	5
2962	1065	82	261	355	155	75	7
2963	1088	90	270	347	151	87	8
2964	1101	87	272	379	162	81	5
2965	1127	87	299	367	167	86	1
2966	1110	91	276	367	160	87	1
2967	1132	87	291	362	166	92	7
2968	1105	89	293	359	162	83	7
2969	1135	84	292	371	176	88	8
2970	1121	84	305	367	162	86	5
2971	1121	75	298	389	161	88	6
2972	1120	82	298	387	148	92	5
2973	1100	88	280	372	149	88	6
2974	1101	86	282	370	152	86	9
2975	1119	84	288	377	166	87	7
2976	1132	93	293	367	167	89	10
2977	1135	99	295	380	165	90	6
2978	1136	83	293	376	161	94	6
2979	1113	87	279	370	162	89	9
2980	1137	83	292	389	166	92	7
2981	1132	86	287	384	170	90	9
2982	1135	88	287	400	172	87	7
2983	1143	83	302	406	164	91	3
2984	1122	82	277	393	156	91	2
2985	1142	82	309	393	163	92	2
2986	1145	84	308	372	173	91	9
2987	1142	78	302	400	168	89	7
2988	1117	92	288	369	178	79	4
2989	1120	82	289	382	168	82	6
2990	1135	78	300	385	164	90	6
2991	1151	93	300	383	186	90	4
2992	1126	93	281	378	173	88	5
2993	1128	79	288	381	160	91	4
2994	1135	79	294	375	168	92	6
2995	1147	88	298	392	174	89	6
2996	1140	88	296	391	169	90	6
2997	1134	82	293	392	163	90	7
2998	1107	85	293	349	158	87	13
2999	1112	80	281	372	170	79	8
3000	1127	86	294	373	172	86	9
3001	1123	84	293	359	173	85	8
3002	1117	82	279	377	159	88	8
3003	1133	86	293	380	156	92	6
3004	1137	83	285	384	169	92	9
3005	1140	84	289	383	171	91	5
3006	1145	89	294	382	172	92	10
3007	1152	78	304	396	172	92	8
3008	1103	86	274	383	158	84	5
3009	1135	85	280	390	169	90	8
3010	1152	92	284	388	187	87	10
3011	1126	80	285	388	164	89	11
3012	1114	91	278	381	166	85	10
3013	1122	96	291	364	164	89	11
3014	1104	89	283	377	157	84	7
3015	1119	86	288	367	161	91	5
3016	1141	87	288	391	166	89	4
3017	1139	82	289	405	167	88	6
3018	1140	82	296	376	176	88	8
3019	1108	87	273	363	172	79	7
3020	1139	80	295	394	179	85	6
3021	1149	82	304	383	178	91	6
3022	1143	85	296	396	174	90	5
3023	1137	91	282	385	179	87	6
3024	1129	92	286	393	167	88	9
3025	1149	83	300	403	173	92	12
3026	1131	91	291	385	163	90	10
3027	1096	96	266	358	147	89	5
3028	1127	81	274	378	176	85	4
3029	1108	86	278	373	174	77	4
3030	1121	92	277	380	171	90	4
3031	1109	87	284	372	159	84	4
3032	1121	89	282	369	170	86	2
3033	1139	87	296	384	179	87	9
3034	1140	77	291	395	173	90	8
3035	1108	88	283	362	152	88	9
3036	1092	82	284	359	164	76	5
3037	1102	84	275	382	153	87	8
3038	1152	85	299	395	173	90	6
3039	1134	83	295	389	172	80	6
3040	1109	89	284	376	162	83	4
3041	1119	87	282	377	166	87	3
3042	1120	83	296	371	152	93	6
3043	1142	90	289	374	163	99	11
3044	1156	89	298	391	165	99	4
3045	1105	98	278	363	163	81	5
3046	1130	87	290	381	173	83	6
3047	1119	95	293	375	154	92	4
3048	1161	81	300	401	177	95	5
3049	1141	94	298	381	177	87	5
3050	1126	87	290	384	169	85	2
3051	1115	77	293	369	161	89	4
3052	1085	95	283	351	152	83	9
3053	1144	91	292	361	181	89	12
3054	1147	90	308	383	168	95	8
3055	1130	92	291	372	166	94	6
3056	1148	87	299	379	174	92	9
3057	1108	96	291	352	168	84	11
3058	1120	80	311	371	153	91	7
3059	1125	82	299	369	163	87	7
3060	1087	88	281	350	147	84	5
3061	1118	79	282	368	161	89	4
3062	1154	79	304	394	172	94	5
3063	1145	84	298	388	163	96	4
3064	1146	83	306	379	165	97	4
3065	1166	89	313	386	179	97	7
3066	1142	96	293	376	167	94	4
3067	1108	94	282	368	165	84	6
3068	1095	90	282	357	149	82	8
3069	1104	82	273	374	165	80	10
3070	1144	90	300	377	181	90	10
3071	1127	92	299	360	166	90	12
3072	1120	89	289	366	160	90	10
3073	1130	84	280	386	159	96	6
3074	1110	90	286	373	159	86	3
3075	1101	89	295	357	149	88	8
3076	1085	93	281	351	150	81	5
3077	1094	89	282	355	152	82	9
3078	1143	83	299	378	170	92	1
3079	1160	82	309	401	165	98	4
3080	1155	81	309	397	168	94	7
3081	1116	84	282	373	158	91	6
3082	1151	80	305	377	169	95	6
3083	1144	88	298	374	176	90	4
3084	1153	91	301	386	172	98	2
3085	1157	87	306	402	157	101	2
3086	1093	90	280	359	150	83	6
3087	1098	88	288	361	149	85	10
3088	1145	82	308	383	162	94	3
3089	1148	90	307	380	176	92	8
3090	1174	81	309	405	181	96	5
3091	1142	82	294	380	176	88	8
3092	1122	85	298	368	151	93	3
3093	1100	94	286	352	150	84	10
3094	1121	91	284	368	161	88	7
3095	1131	89	292	375	169	90	6
3096	1141	81	302	384	174	91	9
3097	1162	69	314	400	187	91	5
3098	1128	85	281	384	170	85	8
3099	1137	86	303	378	168	87	8
3100	1138	87	297	392	173	84	7
3101	1130	84	294	379	167	89	6
3102	1115	82	277	393	162	80	6
3103	1113	88	289	371	170	80	4
3104	1124	84	297	368	173	83	4
3105	1119	84	297	378	163	85	6
3106	1152	82	309	380	180	90	6
3107	1148	87	312	390	172	91	6
3108	1154	82	297	388	181	96	10
3109	1151	83	297	394	183	88	10
3110	1137	87	288	385	176	89	6
3111	1131	80	286	380	165	91	9
3112	1133	81	298	369	164	94	4
3113	1138	87	289	384	170	91	6
3114	1105	84	275	381	163	82	11
3115	1121	93	279	372	173	85	6
3116	1130	80	292	388	172	83	8
3117	1133	78	289	393	169	90	9
3118	1141	84	292	382	164	95	7
3119	1152	87	299	395	170	94	5
3120	1138	78	285	388	173	89	4
3121	1129	90	296	389	165	87	5
3122	1108	92	289	370	158	84	6
3123	1130	87	288	381	166	92	3
3124	1102	90	285	361	162	83	6
3125	1114	87	273	365	173	87	5
3126	1115	84	276	374	172	86	6
3127	1088	78	274	369	150	81	3
3128	1132	82	291	368	167	92	2
3129	1134	83	288	392	163	92	8
3130	1180	87	302	400	183	104	6
3131	1180	79	309	395	181	102	4
3132	1147	85	299	384	180	91	6
3133	1137	92	281	366	181	88	7
3134	1160	83	302	382	177	98	6
3135	1150	83	308	379	168	96	5
3136	1136	89	295	376	167	94	10
3137	1133	85	296	364	170	91	8
3138	1111	90	286	359	159	88	7
3139	1126	88	293	361	173	87	6
3140	1115	91	269	384	169	83	6
3141	1121	87	276	388	174	81	5
3142	1125	92	283	366	176	88	8
3143	1098	82	279	360	164	79	5
3144	1113	81	278	384	158	87	7
3145	1151	84	297	386	169	98	6
3146	1139	86	299	396	167	91	6
3147	1130	78	298	379	157	93	9
3148	1138	72	295	387	166	90	10
3149	1119	86	289	362	162	89	8
3150	1117	87	283	362	163	87	7
3151	1119	93	294	366	168	81	6
3152	1134	88	283	371	180	87	4
3153	1143	87	300	384	175	89	3
3154	1144	86	301	392	170	90	5
3155	1089	86	266	375	161	77	7
3156	1095	83	272	366	157	81	8
