"network","scale","lambda_m","lambda_mp1","predicted_log10_width","measured_log10_width"
"13-4",4,1.27629379555787,4.47166260406006,0.544518369714102,0.359550561797753
"13-4",16,6.70941521296441,10.8633007505495,0.20927713407499,0
